10,5.99,10/3/2022,server1
7,5.49,10/3/2022,server1
12,8.59,10/3/2022,server1
2,5.79,10/3/2022,server1
13,8.29,10/3/2022,server1
9,6.75,10/3/2022,server1
2,5.79,10/3/2022,server2
12,8.59,10/3/2022,server1
6,7.09,10/3/2022,server1
5,5.19,10/3/2022,server1
2,5.79,10/3/2022,server1
2,5.79,10/3/2022,server2
15,4.85,10/3/2022,server1
6,7.09,10/3/2022,server1
1,5.09,10/3/2022,server1
1,5.09,10/3/2022,server1
6,7.09,10/3/2022,server2
2,5.79,10/3/2022,server2
1,5.09,10/3/2022,server1
6,7.09,10/3/2022,server1
7,5.49,10/3/2022,server1
13,8.29,10/3/2022,server2
11,8.45,10/3/2022,server1
11,8.45,10/3/2022,server2
15,4.85,10/3/2022,server1
15,4.85,10/3/2022,server1
12,8.59,10/3/2022,server1
15,4.85,10/3/2022,server1
11,8.45,10/3/2022,server1
1,5.09,10/3/2022,server1
1,5.09,10/3/2022,server1
12,8.59,10/3/2022,server2
4,6.09,10/3/2022,server1
8,6.95,10/3/2022,server1
3,5.39,10/3/2022,server2
8,6.95,10/3/2022,server2
5,5.19,10/3/2022,server1
13,8.29,10/3/2022,server2
4,6.09,10/3/2022,server1
4,6.09,10/3/2022,server1
8,6.95,10/3/2022,server1
5,5.19,10/3/2022,server2
4,6.09,10/3/2022,server2
15,4.85,10/3/2022,server1
7,5.49,10/3/2022,server2
12,8.59,10/3/2022,server1
8,6.95,10/3/2022,server2
3,5.39,10/3/2022,server2
12,8.59,10/3/2022,server1
10,5.99,10/3/2022,server1
8,6.95,10/3/2022,server1
10,5.99,10/3/2022,server1
15,4.85,10/3/2022,server1
12,8.59,10/3/2022,server2
6,7.09,10/3/2022,server2
9,6.75,10/3/2022,server1
1,5.09,10/3/2022,server2
10,5.99,10/3/2022,server1
1,5.09,10/3/2022,server1
5,5.19,10/3/2022,server2
6,7.09,10/3/2022,server2
1,5.09,10/3/2022,server2
7,5.49,10/3/2022,server2
6,7.09,10/3/2022,server1
8,6.95,10/3/2022,server1
3,5.39,10/3/2022,server2
6,7.09,10/3/2022,server2
2,5.79,10/3/2022,server1
13,8.29,10/3/2022,server2
4,6.09,10/3/2022,server2
6,7.09,10/3/2022,server1
6,7.09,10/3/2022,server1
1,5.09,10/3/2022,server1
14,3.79,10/3/2022,server2
11,8.45,10/3/2022,server1
3,5.39,10/3/2022,server2
12,8.59,10/3/2022,server1
15,4.85,10/3/2022,server2
14,3.79,10/3/2022,server2
2,5.79,10/3/2022,server2
7,5.49,10/3/2022,server2
13,8.29,10/3/2022,server2
13,8.29,10/3/2022,server2
14,3.79,10/3/2022,server2
12,8.59,10/3/2022,server2
9,6.75,10/3/2022,server1
10,5.99,10/3/2022,server1
8,6.95,10/3/2022,server1
2,5.79,10/3/2022,server1
14,3.79,10/3/2022,server1
8,6.95,10/3/2022,server1
14,3.79,10/3/2022,server2
12,8.59,10/3/2022,server2
9,6.75,10/3/2022,server1
1,5.09,10/3/2022,server2
14,3.79,10/3/2022,server1
9,6.75,10/3/2022,server1
3,5.39,10/3/2022,server1
6,7.09,10/3/2022,server1
4,6.09,10/3/2022,server2
6,7.09,10/3/2022,server2
13,8.29,10/3/2022,server1
9,6.75,10/3/2022,server1
7,5.49,10/3/2022,server1
10,5.99,10/3/2022,server2
4,6.09,10/3/2022,server2
1,5.09,10/3/2022,server1
15,4.85,10/3/2022,server1
15,4.85,10/3/2022,server1
6,7.09,10/3/2022,server2
7,5.49,10/3/2022,server2
1,5.09,10/3/2022,server2
15,4.85,10/3/2022,server1
12,8.59,10/3/2022,server2
4,6.09,10/3/2022,server2
7,5.49,10/3/2022,server2
14,3.79,10/3/2022,server2
1,5.09,10/3/2022,server2
8,6.95,10/3/2022,server1
7,5.49,10/3/2022,server1
11,8.45,10/3/2022,server2
15,4.85,10/3/2022,server2
8,6.95,10/3/2022,server1
13,8.29,10/3/2022,server2
5,5.19,10/3/2022,server1
7,5.49,10/3/2022,server1
8,6.95,10/3/2022,server1
10,5.99,10/3/2022,server2
8,6.95,10/3/2022,server1
5,5.19,10/3/2022,server1
13,8.29,10/3/2022,server2
7,5.49,10/3/2022,server2
2,5.79,10/3/2022,server1
5,5.19,10/3/2022,server1
5,5.19,10/3/2022,server1
9,6.75,10/3/2022,server1
8,6.95,10/3/2022,server2
2,5.79,10/3/2022,server1
11,8.45,10/3/2022,server1
1,5.09,10/3/2022,server2
12,8.59,10/3/2022,server1
12,8.59,10/3/2022,server2
2,5.79,10/3/2022,server1
2,5.79,10/3/2022,server1
6,7.09,10/3/2022,server1
1,5.09,10/3/2022,server1
11,8.45,10/3/2022,server2
6,7.09,10/3/2022,server1
12,8.59,10/3/2022,server2
3,5.39,10/3/2022,server2
3,5.39,10/2/2022,server1
13,8.29,10/2/2022,server1
7,5.49,10/2/2022,server2
15,4.85,10/2/2022,server2
12,8.59,10/2/2022,server2
2,5.79,10/2/2022,server1
3,5.39,10/2/2022,server2
12,8.59,10/2/2022,server2
8,6.95,10/2/2022,server1
15,4.85,10/2/2022,server1
9,6.75,10/2/2022,server2
11,8.45,10/2/2022,server1
2,5.79,10/2/2022,server2
5,5.19,10/2/2022,server1
5,5.19,10/2/2022,server1
12,8.59,10/2/2022,server2
9,6.75,10/2/2022,server1
11,8.45,10/2/2022,server1
8,6.95,10/2/2022,server2
3,5.39,10/2/2022,server2
11,8.45,10/2/2022,server2
8,6.95,10/2/2022,server2
2,5.79,10/2/2022,server2
11,8.45,10/2/2022,server2
9,6.75,10/2/2022,server1
10,5.99,10/2/2022,server2
2,5.79,10/2/2022,server2
8,6.95,10/2/2022,server2
3,5.39,10/2/2022,server2
7,5.49,10/2/2022,server2
8,6.95,10/2/2022,server1
9,6.75,10/2/2022,server1
7,5.49,10/2/2022,server2
15,4.85,10/2/2022,server1
10,5.99,10/2/2022,server2
2,5.79,10/2/2022,server2
6,7.09,10/2/2022,server2
8,6.95,10/2/2022,server2
14,3.79,10/2/2022,server2
12,8.59,10/2/2022,server1
14,3.79,10/2/2022,server2
13,8.29,10/2/2022,server1
10,5.99,10/2/2022,server2
6,7.09,10/2/2022,server1
14,3.79,10/2/2022,server1
14,3.79,10/2/2022,server1
7,5.49,10/2/2022,server2
1,5.09,10/2/2022,server1
14,3.79,10/2/2022,server2
15,4.85,10/2/2022,server2
10,5.99,10/2/2022,server2
3,5.39,10/2/2022,server2
6,7.09,10/2/2022,server1
14,3.79,10/2/2022,server1
7,5.49,10/2/2022,server1
2,5.79,10/2/2022,server1
2,5.79,10/2/2022,server2
13,8.29,10/2/2022,server1
10,5.99,10/2/2022,server2
9,6.75,10/2/2022,server1
6,7.09,10/2/2022,server2
2,5.79,10/2/2022,server1
6,7.09,10/2/2022,server1
13,8.29,10/2/2022,server2
4,6.09,10/2/2022,server2
1,5.09,10/2/2022,server1
1,5.09,10/2/2022,server2
15,4.85,10/2/2022,server1
12,8.59,10/2/2022,server1
3,5.39,10/2/2022,server1
3,5.39,10/2/2022,server1
10,5.99,10/2/2022,server1
6,7.09,10/2/2022,server2
1,5.09,10/2/2022,server2
15,4.85,10/2/2022,server2
3,5.39,10/2/2022,server1
7,5.49,10/2/2022,server1
11,8.45,10/2/2022,server2
12,8.59,10/2/2022,server1
11,8.45,10/2/2022,server1
15,4.85,10/2/2022,server1
6,7.09,10/2/2022,server2
10,5.99,10/2/2022,server1
15,4.85,10/2/2022,server1
7,5.49,10/2/2022,server2
15,4.85,10/2/2022,server2
4,6.09,10/2/2022,server2
14,3.79,10/2/2022,server2
7,5.49,10/2/2022,server1
6,7.09,10/2/2022,server2
4,6.09,10/2/2022,server1
5,5.19,10/2/2022,server1
8,6.95,10/2/2022,server2
12,8.59,10/2/2022,server2
15,4.85,10/2/2022,server2
14,3.79,10/2/2022,server2
7,5.49,10/2/2022,server2
10,5.99,10/2/2022,server2
13,8.29,10/2/2022,server2
3,5.39,10/2/2022,server1
1,5.09,10/2/2022,server2
8,6.95,10/2/2022,server2
13,8.29,10/2/2022,server2
3,5.39,10/2/2022,server2
3,5.39,10/2/2022,server1
13,8.29,10/2/2022,server2
12,8.59,10/2/2022,server2
12,8.59,10/2/2022,server2
15,4.85,10/2/2022,server2
7,5.49,10/2/2022,server1
11,8.45,10/2/2022,server2
14,3.79,10/2/2022,server2
8,6.95,10/2/2022,server1
1,5.09,10/2/2022,server2
8,6.95,10/2/2022,server2
5,5.19,10/2/2022,server2
2,5.79,10/2/2022,server1
9,6.75,10/2/2022,server2
5,5.19,10/2/2022,server2
7,5.49,10/2/2022,server1
10,5.99,10/2/2022,server1
4,6.09,10/2/2022,server1
8,6.95,10/2/2022,server1
4,6.09,10/2/2022,server1
9,6.75,10/2/2022,server1
12,8.59,10/2/2022,server1
7,5.49,10/2/2022,server2
8,6.95,10/2/2022,server1
15,4.85,10/2/2022,server2
8,6.95,10/2/2022,server2
1,5.09,10/2/2022,server1
8,6.95,10/2/2022,server1
5,5.19,10/2/2022,server1
15,4.85,10/2/2022,server2
11,8.45,10/2/2022,server2
2,5.79,10/2/2022,server2
15,4.85,10/2/2022,server2
14,3.79,10/2/2022,server2
12,8.59,10/2/2022,server1
1,5.09,10/2/2022,server1
3,5.39,10/2/2022,server1
4,6.09,10/2/2022,server2
14,3.79,10/2/2022,server1
2,5.79,10/2/2022,server1
3,5.39,10/2/2022,server2
3,5.39,10/2/2022,server2
7,5.49,10/2/2022,server1
2,5.79,10/2/2022,server1
13,8.29,10/2/2022,server2
3,5.39,10/2/2022,server1
7,5.49,10/1/2022,server2
13,8.29,10/1/2022,server2
2,5.79,10/1/2022,server2
10,5.99,10/1/2022,server1
6,7.09,10/1/2022,server2
12,8.59,10/1/2022,server1
5,5.19,10/1/2022,server1
15,4.85,10/1/2022,server1
11,8.45,10/1/2022,server2
10,5.99,10/1/2022,server2
1,5.09,10/1/2022,server2
6,7.09,10/1/2022,server2
12,8.59,10/1/2022,server2
7,5.49,10/1/2022,server2
12,8.59,10/1/2022,server1
8,6.95,10/1/2022,server2
6,7.09,10/1/2022,server2
13,8.29,10/1/2022,server2
15,4.85,10/1/2022,server1
3,5.39,10/1/2022,server1
7,5.49,10/1/2022,server2
5,5.19,10/1/2022,server2
9,6.75,10/1/2022,server1
9,6.75,10/1/2022,server1
15,4.85,10/1/2022,server1
2,5.79,10/1/2022,server2
7,5.49,10/1/2022,server2
4,6.09,10/1/2022,server1
2,5.79,10/1/2022,server1
3,5.39,10/1/2022,server1
5,5.19,10/1/2022,server2
14,3.79,10/1/2022,server2
6,7.09,10/1/2022,server1
13,8.29,10/1/2022,server2
15,4.85,10/1/2022,server2
9,6.75,10/1/2022,server1
13,8.29,10/1/2022,server1
13,8.29,10/1/2022,server1
13,8.29,10/1/2022,server2
5,5.19,10/1/2022,server2
9,6.75,10/1/2022,server1
1,5.09,10/1/2022,server1
2,5.79,10/1/2022,server2
5,5.19,10/1/2022,server2
3,5.39,10/1/2022,server1
2,5.79,10/1/2022,server1
10,5.99,10/1/2022,server1
14,3.79,10/1/2022,server1
10,5.99,10/1/2022,server1
12,8.59,10/1/2022,server2
2,5.79,10/1/2022,server2
2,5.79,10/1/2022,server1
11,8.45,10/1/2022,server2
9,6.75,10/1/2022,server2
1,5.09,10/1/2022,server1
10,5.99,10/1/2022,server2
8,6.95,10/1/2022,server2
8,6.95,10/1/2022,server1
12,8.59,10/1/2022,server1
12,8.59,10/1/2022,server2
7,5.49,10/1/2022,server2
12,8.59,10/1/2022,server1
13,8.29,10/1/2022,server1
15,4.85,10/1/2022,server2
3,5.39,10/1/2022,server1
9,6.75,10/1/2022,server2
15,4.85,10/1/2022,server1
7,5.49,10/1/2022,server1
3,5.39,10/1/2022,server1
9,6.75,10/1/2022,server2
6,7.09,10/1/2022,server2
3,5.39,10/1/2022,server1
1,5.09,10/1/2022,server1
10,5.99,10/1/2022,server1
12,8.59,10/1/2022,server1
3,5.39,10/1/2022,server1
5,5.19,10/1/2022,server1
11,8.45,10/1/2022,server2
5,5.19,10/1/2022,server2
12,8.59,10/1/2022,server2
5,5.19,10/1/2022,server1
10,5.99,10/1/2022,server1
15,4.85,10/1/2022,server2
4,6.09,10/1/2022,server2
2,5.79,10/1/2022,server2
2,5.79,10/1/2022,server2
2,5.79,10/1/2022,server2
12,8.59,10/1/2022,server1
12,8.59,10/1/2022,server1
9,6.75,10/1/2022,server1
9,6.75,10/1/2022,server1
12,8.59,10/1/2022,server1
4,6.09,10/1/2022,server1
13,8.29,10/1/2022,server2
6,7.09,10/1/2022,server2
15,4.85,10/1/2022,server2
13,8.29,10/1/2022,server1
13,8.29,10/1/2022,server2
9,6.75,10/1/2022,server1
14,3.79,10/1/2022,server2
8,6.95,10/1/2022,server1
10,5.99,10/1/2022,server1
1,5.09,10/1/2022,server2
6,7.09,10/1/2022,server2
5,5.19,10/1/2022,server2
10,5.99,10/1/2022,server2
10,5.99,10/1/2022,server1
2,5.79,10/1/2022,server2
12,8.59,10/1/2022,server2
6,7.09,10/1/2022,server1
13,8.29,10/1/2022,server2
3,5.39,10/1/2022,server2
6,7.09,10/1/2022,server1
4,6.09,10/1/2022,server2
8,6.95,10/1/2022,server1
15,4.85,10/1/2022,server1
10,5.99,10/1/2022,server1
3,5.39,10/1/2022,server1
4,6.09,10/1/2022,server1
10,5.99,10/1/2022,server2
15,4.85,10/1/2022,server2
5,5.19,10/1/2022,server2
2,5.79,10/1/2022,server1
4,6.09,10/1/2022,server1
3,5.39,10/1/2022,server2
6,7.09,10/1/2022,server1
7,5.49,10/1/2022,server2
10,5.99,10/1/2022,server2
12,8.59,10/1/2022,server2
7,5.49,10/1/2022,server2
7,5.49,10/1/2022,server1
6,7.09,10/1/2022,server2
9,6.75,10/1/2022,server2
12,8.59,10/1/2022,server1
8,6.95,10/1/2022,server1
12,8.59,10/1/2022,server2
14,3.79,10/1/2022,server1
12,8.59,10/1/2022,server2
8,6.95,10/1/2022,server1
6,7.09,10/1/2022,server2
9,6.75,10/1/2022,server2
10,5.99,10/1/2022,server1
6,7.09,10/1/2022,server1
7,5.49,10/1/2022,server1
12,8.59,10/1/2022,server1
3,5.39,10/1/2022,server1
12,8.59,10/1/2022,server1
8,6.95,10/1/2022,server1
5,5.19,10/1/2022,server1
2,5.79,10/1/2022,server2
14,3.79,09/30/2022,server2
8,6.95,09/30/2022,server2
15,4.85,09/30/2022,server2
4,6.09,09/30/2022,server1
10,5.99,09/30/2022,server1
6,7.09,09/30/2022,server1
9,6.75,09/30/2022,server1
8,6.95,09/30/2022,server1
2,5.79,09/30/2022,server2
12,8.59,09/30/2022,server2
4,6.09,09/30/2022,server2
5,5.19,09/30/2022,server1
11,8.45,09/30/2022,server2
7,5.49,09/30/2022,server2
8,6.95,09/30/2022,server2
11,8.45,09/30/2022,server2
8,6.95,09/30/2022,server2
9,6.75,09/30/2022,server1
6,7.09,09/30/2022,server1
7,5.49,09/30/2022,server1
11,8.45,09/30/2022,server2
5,5.19,09/30/2022,server2
5,5.19,09/30/2022,server2
12,8.59,09/30/2022,server1
3,5.39,09/30/2022,server2
15,4.85,09/30/2022,server1
4,6.09,09/30/2022,server2
13,8.29,09/30/2022,server2
2,5.79,09/30/2022,server2
2,5.79,09/30/2022,server2
5,5.19,09/30/2022,server1
10,5.99,09/30/2022,server1
9,6.75,09/30/2022,server1
14,3.79,09/30/2022,server1
9,6.75,09/30/2022,server1
14,3.79,09/30/2022,server2
10,5.99,09/30/2022,server1
6,7.09,09/30/2022,server2
13,8.29,09/30/2022,server1
5,5.19,09/30/2022,server2
1,5.09,09/30/2022,server1
6,7.09,09/30/2022,server2
13,8.29,09/30/2022,server1
14,3.79,09/30/2022,server1
5,5.19,09/30/2022,server2
3,5.39,09/30/2022,server2
8,6.95,09/30/2022,server2
10,5.99,09/30/2022,server1
12,8.59,09/30/2022,server2
2,5.79,09/30/2022,server2
12,8.59,09/30/2022,server2
8,6.95,09/30/2022,server2
10,5.99,09/30/2022,server2
15,4.85,09/30/2022,server2
14,3.79,09/30/2022,server1
7,5.49,09/30/2022,server2
9,6.75,09/30/2022,server1
7,5.49,09/30/2022,server2
9,6.75,09/30/2022,server1
3,5.39,09/30/2022,server1
9,6.75,09/30/2022,server2
12,8.59,09/30/2022,server1
5,5.19,09/30/2022,server1
10,5.99,09/30/2022,server2
8,6.95,09/30/2022,server2
13,8.29,09/30/2022,server1
2,5.79,09/30/2022,server2
11,8.45,09/30/2022,server1
12,8.59,09/30/2022,server1
13,8.29,09/30/2022,server2
4,6.09,09/30/2022,server1
4,6.09,09/30/2022,server2
8,6.95,09/30/2022,server1
2,5.79,09/30/2022,server2
9,6.75,09/30/2022,server2
15,4.85,09/30/2022,server1
1,5.09,09/30/2022,server1
10,5.99,09/30/2022,server2
14,3.79,09/30/2022,server1
15,4.85,09/30/2022,server1
10,5.99,09/30/2022,server1
1,5.09,09/30/2022,server1
4,6.09,09/30/2022,server2
10,5.99,09/30/2022,server2
7,5.49,09/30/2022,server1
11,8.45,09/30/2022,server2
5,5.19,09/30/2022,server2
9,6.75,09/30/2022,server1
13,8.29,09/30/2022,server1
15,4.85,09/30/2022,server2
6,7.09,09/30/2022,server1
10,5.99,09/30/2022,server1
12,8.59,09/30/2022,server2
2,5.79,09/30/2022,server1
14,3.79,09/30/2022,server1
10,5.99,09/30/2022,server1
8,6.95,09/30/2022,server2
8,6.95,09/30/2022,server1
2,5.79,09/30/2022,server1
9,6.75,09/30/2022,server1
4,6.09,09/30/2022,server2
3,5.39,09/30/2022,server2
2,5.79,09/30/2022,server1
2,5.79,09/30/2022,server2
7,5.49,09/30/2022,server1
9,6.75,09/30/2022,server2
2,5.79,09/30/2022,server2
15,4.85,09/30/2022,server1
8,6.95,09/30/2022,server1
13,8.29,09/30/2022,server1
3,5.39,09/30/2022,server2
3,5.39,09/30/2022,server1
12,8.59,09/30/2022,server2
11,8.45,09/30/2022,server1
14,3.79,09/30/2022,server2
6,7.09,09/30/2022,server2
12,8.59,09/30/2022,server1
5,5.19,09/30/2022,server1
4,6.09,09/30/2022,server2
5,5.19,09/30/2022,server1
4,6.09,09/30/2022,server2
1,5.09,09/30/2022,server2
5,5.19,09/30/2022,server2
7,5.49,09/30/2022,server2
9,6.75,09/30/2022,server2
5,5.19,09/30/2022,server2
12,8.59,09/30/2022,server1
3,5.39,09/30/2022,server2
8,6.95,09/30/2022,server2
4,6.09,09/30/2022,server2
7,5.49,09/30/2022,server1
5,5.19,09/30/2022,server1
5,5.19,09/30/2022,server1
13,8.29,09/30/2022,server2
8,6.95,09/30/2022,server1
11,8.45,09/30/2022,server1
7,5.49,09/30/2022,server1
1,5.09,09/30/2022,server1
5,5.19,09/30/2022,server2
4,6.09,09/30/2022,server2
8,6.95,09/30/2022,server2
15,4.85,09/30/2022,server1
8,6.95,09/30/2022,server1
12,8.59,09/30/2022,server2
12,8.59,09/30/2022,server2
14,3.79,09/30/2022,server2
13,8.29,09/30/2022,server2
7,5.49,09/30/2022,server2
3,5.39,09/30/2022,server2
4,6.09,09/30/2022,server2
5,5.19,09/29/2022,server1
11,8.45,09/29/2022,server1
4,6.09,09/29/2022,server1
2,5.79,09/29/2022,server2
9,6.75,09/29/2022,server1
10,5.99,09/29/2022,server2
7,5.49,09/29/2022,server1
15,4.85,09/29/2022,server2
3,5.39,09/29/2022,server1
5,5.19,09/29/2022,server2
12,8.59,09/29/2022,server1
15,4.85,09/29/2022,server2
15,4.85,09/29/2022,server2
6,7.09,09/29/2022,server2
10,5.99,09/29/2022,server1
1,5.09,09/29/2022,server1
14,3.79,09/29/2022,server2
11,8.45,09/29/2022,server1
15,4.85,09/29/2022,server1
9,6.75,09/29/2022,server1
2,5.79,09/29/2022,server2
1,5.09,09/29/2022,server1
12,8.59,09/29/2022,server1
10,5.99,09/29/2022,server2
8,6.95,09/29/2022,server1
2,5.79,09/29/2022,server2
7,5.49,09/29/2022,server2
4,6.09,09/29/2022,server1
3,5.39,09/29/2022,server2
13,8.29,09/29/2022,server1
8,6.95,09/29/2022,server1
8,6.95,09/29/2022,server2
9,6.75,09/29/2022,server1
4,6.09,09/29/2022,server1
5,5.19,09/29/2022,server1
5,5.19,09/29/2022,server2
8,6.95,09/29/2022,server2
13,8.29,09/29/2022,server2
11,8.45,09/29/2022,server1
2,5.79,09/29/2022,server2
14,3.79,09/29/2022,server2
12,8.59,09/29/2022,server1
5,5.19,09/29/2022,server1
13,8.29,09/29/2022,server1
14,3.79,09/29/2022,server2
13,8.29,09/29/2022,server1
4,6.09,09/29/2022,server2
7,5.49,09/29/2022,server1
7,5.49,09/29/2022,server1
4,6.09,09/29/2022,server1
6,7.09,09/29/2022,server1
5,5.19,09/29/2022,server2
6,7.09,09/29/2022,server1
1,5.09,09/29/2022,server2
6,7.09,09/29/2022,server1
7,5.49,09/29/2022,server1
2,5.79,09/29/2022,server2
14,3.79,09/29/2022,server1
7,5.49,09/29/2022,server2
15,4.85,09/29/2022,server1
7,5.49,09/29/2022,server1
4,6.09,09/29/2022,server2
9,6.75,09/29/2022,server2
1,5.09,09/29/2022,server1
5,5.19,09/29/2022,server1
5,5.19,09/29/2022,server2
15,4.85,09/29/2022,server1
6,7.09,09/29/2022,server2
4,6.09,09/29/2022,server2
7,5.49,09/29/2022,server1
4,6.09,09/29/2022,server1
13,8.29,09/29/2022,server2
12,8.59,09/29/2022,server1
5,5.19,09/29/2022,server2
7,5.49,09/29/2022,server1
8,6.95,09/29/2022,server1
4,6.09,09/29/2022,server1
12,8.59,09/29/2022,server2
1,5.09,09/29/2022,server2
5,5.19,09/29/2022,server1
14,3.79,09/29/2022,server2
2,5.79,09/29/2022,server2
13,8.29,09/29/2022,server1
8,6.95,09/29/2022,server2
5,5.19,09/29/2022,server1
1,5.09,09/29/2022,server2
7,5.49,09/29/2022,server1
14,3.79,09/29/2022,server1
11,8.45,09/29/2022,server2
13,8.29,09/29/2022,server2
8,6.95,09/29/2022,server2
13,8.29,09/29/2022,server2
5,5.19,09/29/2022,server1
1,5.09,09/29/2022,server2
12,8.59,09/29/2022,server1
6,7.09,09/29/2022,server2
6,7.09,09/29/2022,server1
14,3.79,09/29/2022,server1
15,4.85,09/29/2022,server1
7,5.49,09/29/2022,server1
7,5.49,09/29/2022,server2
9,6.75,09/29/2022,server1
7,5.49,09/29/2022,server2
12,8.59,09/29/2022,server1
2,5.79,09/29/2022,server1
9,6.75,09/29/2022,server1
8,6.95,09/29/2022,server1
3,5.39,09/29/2022,server1
13,8.29,09/29/2022,server2
11,8.45,09/29/2022,server2
2,5.79,09/29/2022,server2
